Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-63.99561	-76.66748	12.67187	0.71077	2.166537	0.4867447
6	-65.7814	-79.49843	13.71703	0.5778838	0.9367238	0.5197526
12	-66.1419	-79.8522	13.7103	0.5778838	0.8700217	0.7266559
18	-63.80021	-77.63891	13.83869	0.5152506	0.8700217	0.5874349
24	-66.68318	-77.98731	11.30413	0.837603	5.355313	0.3472936
30	-69.44149	-81.21219	11.7707	1.160795	2.947321	0.3330606
36	-68.53014	-80.87991	12.34976	1.160795	1.173867	0.139263
42	-71.91576	-79.33575	7.419989	1.270746	42.35589	0.3718258
48	-63.51143	-78.13819	14.62676	0.3836286	0.3974513	0.648002
54	-64.90286	-79.24294	14.34008	0.3836286	0.3970255	1.01722
60	-63.07084	-77.25965	14.18881	0.2465537	0.7258239	0.7626234
66	-66.03182	-77.82126	11.78944	0.1216918	6.541756	0.4836288
72	-63.61765	-76.50413	12.88648	0.8908675	1.520713	0.4254805
78	-67.26044	-79.43594	12.1755	0.6287179	3.436305	0.4709175
84	-69.43608	-81.94919	12.51311	0.5076025	2.805844	0.364104
90	-69.12343	-81.35961	12.23619	1.02844	2.389807	0.5080198
96	-73.06468	-82.57465	9.509971	1.02844	13.80246	0.2435638
102	-66.85715	-79.07547	12.21833	1.02844	2.418302	0.5432169
108	-65.84233	-79.25964	13.41731	0.2568616	1.681474	0.5413287
114	-70.50294	-82.3432	11.84026	0.4977477	4.739254	0.6427621
120	-70.83426	-82.67452	11.84026	0.4977477	4.739254	0.6427621
126	-68.6014	-82.40071	13.79931	0.4977477	0.9031459	0.6427621
132	-67.3733	-81.29186	13.91857	0.1554289	1.165608	0.4819591
138	-68.98081	-81.56398	12.58317	0.21823	2.975726	0.2514272
144	-66.27611	-80.5693	14.29319	0.4074491	0.5591588	0.7098989
150	-73.88404	-85.70792	11.82388	0.08204411	6.135421	0.7573468
156	-71.18235	-84.16973	12.98738	0.04428278	2.250475	0.9989395
162	-65.9847	-81.49749	15.51279	0.1884751	0.1434551	0.497362
168	-69.33596	-82.74212	13.40616	0.6952055	0.9281765	0.8899157
174	-68.21171	-82.32057	14.10886	0.4007066	0.6940317	0.7108375
180	-70.00059	-82.34988	12.34929	0.08106897	4.502143	0.5849082
