Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	stationaryDist[1]	stationaryDist[2]	tree_length
1512	-67.60171	-80.03927	12.43756	0.0153348	0.00121163	0.029235	0.0361691	0.0273927	0.0103008	0.0143373	0.0127569	0.015887	0.028498	0.00482228	0.100009	0.015329	0.0150915	0.00610266	0.0101283	0.0307405	0.6813437	1.318656	0.237431	0.495962	0.803499	1.24456	2.01628	4.21174	1.039683	1.935376	0.0410739	0.00324532	0.0783052	0.0968782	0.0733707	0.0275905	0.0384021	0.0341692	0.042553	0.0763313	0.0129164	0.267871	0.0410585	0.0404223	0.0163459	0.0271285	0.0823379	0.659328	0.340672	0.3733461
1548	-69.01364	-80.50844	11.4948	0.00614102	0.0200747	0.00959413	0.0703669	0.0170359	0.0144619	0.00709016	0.0159396	0.00689104	0.0974057	0.00687772	0.222538	0.00596887	0.133362	0.0494269	0.017292	0.0227898	0.3049865	1.695013	0.450994	0.678169	0.885892	1.12881	1.47456	2.21733	0.5757812	5.557667	0.00849078	0.027756	0.0132652	0.0972917	0.0235544	0.0199955	0.0098031	0.0220387	0.00952778	0.134676	0.00950938	0.307689	0.00825276	0.184391	0.0683394	0.0239086	0.03151	0.847507	0.152493	0.7232569
1584	-64.22032	-78.60155	14.38122	0.0111281	0.000981769	0.00263818	0.112974	0.0786303	0.0562217	0.012558	0.00674525	0.0236133	0.0110974	0.0564028	0.0739965	0.00221069	0.0793738	0.0243271	0.267536	0.0271883	1.221258	0.7787423	0.86263	0.930468	0.977767	1.02274	1.07473	1.15925	0.1068478	0.637656	0.0131286	0.00115826	0.00311244	0.133283	0.0927656	0.0663286	0.0148155	0.00795784	0.0278583	0.0130924	0.0665423	0.0872989	0.0026081	0.0936428	0.0287004	0.315631	0.0320759	0.389371	0.610629	0.8476234
1620	-67.45363	-78.41245	10.95882	0.00928199	0.016208	0.00196724	0.0542976	0.0307588	0.00974297	0.00432365	0.000170867	0.0042415	0.0389729	0.0131711	0.100026	0.0131573	0.0196466	0.0948769	0.0138542	0.00569092	0.2842235	1.715777	0.231036	0.489401	0.800168	1.24974	2.04332	4.32834	1.059429	6.036716	0.0215665	0.0376591	0.00457084	0.12616	0.0714675	0.0226376	0.0100459	0.000397006	0.00985505	0.0905529	0.0306028	0.232408	0.0305708	0.0456485	0.220445	0.0321899	0.0132228	0.857888	0.142112	0.4303885
1656	-61.40193	-73.77066	12.36873	0.00971822	0.00225949	0.0164716	0.0722375	0.0241224	0.00454668	0.0058731	1.66346e-05	0.00149713	0.0291258	0.0108055	0.145604	0.0131269	0.0298428	0.00823084	0.0537305	0.0147105	0.5131011	1.486899	0.407385	0.645355	0.87229	1.14641	1.54954	2.45468	0.6493131	2.897867	0.0219909	0.0051129	0.0372728	0.163463	0.0545856	0.0102885	0.01329	3.76417e-05	0.00338779	0.0659075	0.0244514	0.32948	0.0297043	0.0675299	0.0186252	0.121584	0.0332879	0.743449	0.256551	0.4419192
1692	-67.93852	-79.55333	11.61481	0.00540253	0.0121298	0.0269385	0.0164778	0.0166019	0.00762319	0.00385616	0.000195524	0.0177801	0.019927	0.0248747	0.0782851	0.0283392	0.0126992	0.00641654	0.0235686	0.0034254	0.4368105	1.56319	0.239648	0.498215	0.804636	1.2428	2.00717	4.17278	1.032964	3.578645	0.0177399	0.0398297	0.0884561	0.054107	0.0545145	0.0250317	0.0126622	0.000642029	0.0583833	0.0654327	0.0816791	0.257059	0.0930552	0.0416994	0.0210695	0.0773906	0.0112477	0.781595	0.218405	0.3045413
1728	-66.85484	-80.14223	13.28739	0.0274284	0.0407768	0.00365489	0.0503792	0.072755	0.0200601	0.0296484	0.0147812	0.0144887	0.0471539	0.0320748	0.110896	0.0165114	0.0122527	0.0145106	0.0997081	0.00260801	0.9021215	1.097878	0.368829	0.614808	0.859193	1.16388	1.62652	2.71128	0.7212053	1.216996	0.0449875	0.0668814	0.00599468	0.0826312	0.119331	0.0329023	0.0486287	0.0242438	0.0237641	0.0773411	0.0526085	0.18189	0.0270817	0.0200966	0.0238	0.16354	0.00427761	0.548939	0.451061	0.609688
1764	-66.53991	-81.49637	14.95646	0.0162357	0.00986382	0.082688	0.00386326	0.0445129	0.00371685	0.0311266	0.0231917	0.026136	0.048008	0.153119	0.0158993	0.0017509	0.0221654	0.0634614	0.014221	0.0258582	1.576584	0.4234165	0.60802	0.784542	0.927091	1.07864	1.27463	1.64468	0.3597609	0.2685658	0.0277146	0.0168377	0.14115	0.00659464	0.0759842	0.00634472	0.0531336	0.0395886	0.0446146	0.0819503	0.261376	0.0271404	0.00298882	0.0378367	0.10833	0.0242754	0.0441403	0.211708	0.788292	0.5858179
1800	-69.15945	-81.77264	12.61318	0.000675376	0.014506	0.0682064	0.0650704	0.0404858	0.0218603	0.016455	0.0436641	0.0162452	0.0494414	0.140597	0.197357	0.033391	0.00658307	0.327543	0.0324518	0.00608553	0.5346374	1.465363	0.880823	0.939988	0.980877	1.0195	1.06384	1.1353	0.09175628	2.740853	0.000624991	0.0134238	0.063118	0.0602159	0.0374654	0.0202294	0.0152274	0.0404066	0.0150332	0.0457529	0.130108	0.182633	0.0308999	0.00609195	0.303107	0.0300307	0.00563153	0.732681	0.267319	1.080618
1836	-67.64703	-79.56033	11.91329	0.0321323	0.00262056	0.0455537	0.0669355	0.0183815	0.00267626	0.0244694	0.0248165	0.0137591	0.0141371	0.0076173	0.148381	0.00754257	0.0144439	0.0474429	0.0256332	0.0189139	0.2896717	1.710328	0.815748	0.905452	0.969489	1.03147	1.10442	1.22587	0.1472528	5.904369	0.0623375	0.00508396	0.0883753	0.129857	0.0356606	0.00519202	0.0474712	0.0481446	0.026693	0.0274263	0.0147778	0.287864	0.0146328	0.0280216	0.0920404	0.0497291	0.0366935	0.855164	0.144836	0.515457
1872	-67.64063	-81.36507	13.72443	0.0159152	0.000273367	0.0100997	0.0114731	0.0162227	0.00202579	0.00443858	0.0207592	0.0148144	0.00997878	0.00595111	0.0204886	0.00877619	0.00373536	0.00550512	0.0136518	0.0118335	1.506473	0.4935269	0.227571	0.485807	0.79833	1.25261	2.05843	4.39424	1.070354	0.3276042	0.090457	0.00155373	0.0574037	0.0652091	0.0922043	0.0115139	0.0252274	0.117988	0.0842003	0.0567161	0.0338242	0.116451	0.049881	0.0212306	0.0312893	0.0775925	0.0672577	0.246763	0.753237	0.1759425
1908	-64.5443	-77.32122	12.77692	0.0179204	0.00218616	0.15368	0.0641875	0.0435646	0.0094909	0.00917606	0.0101441	0.00749746	0.0545996	0.011059	0.139913	0.0971628	0.0231648	0.0012316	0.0720971	0.0338275	0.5087218	1.491278	0.82544	0.910683	0.971233	1.02962	1.09808	1.21147	0.1387125	2.931422	0.0238652	0.00291137	0.20466	0.0854804	0.0580163	0.0126393	0.01222	0.0135093	0.0099846	0.072712	0.0147276	0.186327	0.129395	0.0308492	0.00164016	0.0960139	0.0450492	0.745639	0.254361	0.7509025
1944	-69.90663	-83.88269	13.97606	0.0161281	0.0498979	0.0631923	0.00867666	0.0275805	0.0467118	0.033403	0.0119141	0.0418216	0.0464616	0.265167	0.00484433	0.044304	0.00436152	0.0441021	0.0333101	0.059236	1.151282	0.8487177	0.56156	0.754709	0.915945	1.09177	1.32501	1.78075	0.4172378	0.7371934	0.0201322	0.0622858	0.0788807	0.0108308	0.0344278	0.0583087	0.0416958	0.0148719	0.0522044	0.0579964	0.330998	0.00604701	0.055303	0.00544433	0.055051	0.0415799	0.0739422	0.424359	0.575641	0.8011123
1980	-69.31558	-83.42423	14.10865	0.0442305	0.0265521	0.0383254	0.0357837	0.000545813	0.0465751	0.0552501	0.0189802	0.0253459	0.0475019	0.0347846	0.0772855	0.0231606	0.00869765	0.00443185	0.00496128	0.058556	0.9777149	1.022285	0.904595	0.952275	0.98486	1.01537	1.05012	1.10547	0.07250085	1.045586	0.0802778	0.0481917	0.0695601	0.0649469	0.000990643	0.0845332	0.100278	0.0344489	0.0460025	0.0862153	0.0631335	0.140272	0.0420361	0.0157861	0.00804375	0.00900466	0.106278	0.511143	0.488857	0.5509684
2016	-71.71995	-83.58406	11.86411	0.0447945	0.0609648	0.01051	0.0480329	0.000711412	0.0195238	0.00649797	0.0401246	0.0177268	0.0308107	0.0134765	0.0377731	0.0110438	0.0253809	0.00795943	0.0345681	0.088781	0.3444013	1.655599	0.508884	0.719312	0.90232	1.10825	1.39022	1.96508	0.4884586	4.807178	0.0898261	0.122252	0.0210757	0.0963201	0.00142659	0.039151	0.0130303	0.0804615	0.0355474	0.0617844	0.0270243	0.075746	0.022146	0.0508962	0.015961	0.0693191	0.178032	0.827799	0.172201	0.4986803
2052	-67.20296	-81.25394	14.05098	0.00251327	0.0775057	0.0294601	0.0669623	0.000322182	0.0212255	0.00466507	0.100705	0.00146844	0.0460057	0.00457683	0.0800808	0.0486551	0.0526341	0.00583031	0.0270149	0.126169	1.053371	0.9466289	0.73346	0.859694	0.95393	1.0483	1.16321	1.3634	0.2241386	0.8986662	0.00361208	0.111392	0.0423402	0.0962386	0.000463041	0.0305054	0.00670466	0.144734	0.00211046	0.0661196	0.00657784	0.115093	0.0699274	0.0756461	0.00837935	0.038826	0.181331	0.473314	0.526686	0.6957947
2088	-68.52183	-80.03159	11.50975	0.0024289	0.0169541	0.00656423	0.019539	5.04236e-05	0.00202246	0.000624372	0.00627283	0.00330224	0.0134212	0.0026295	0.00991348	0.00454597	0.0041547	0.00534643	0.0161283	0.0370312	0.6586885	1.341311	0.135162	0.376804	0.737489	1.35595	2.6539	7.39854	1.447065	2.036336	0.016093	0.112331	0.0434921	0.129458	0.000334088	0.0134	0.00413685	0.0415614	0.0218794	0.0889238	0.0174221	0.065683	0.0301199	0.0275275	0.0354234	0.10686	0.245355	0.670656	0.329344	0.1509292
2124	-65.34335	-78.74481	13.40147	0.0144741	0.00874046	0.0170214	0.0311801	0.0131203	0.0760386	0.00885839	0.0368797	0.00892294	0.0262559	0.103466	0.060159	0.142977	0.0717991	0.109478	0.140823	0.0114832	0.9790411	1.020959	0.441542	0.6712	0.883041	1.13245	1.48987	2.26479	0.5910965	1.042815	0.0164166	0.00991345	0.0193057	0.0353646	0.0148811	0.0862432	0.0100472	0.041829	0.0101204	0.0297794	0.117351	0.0682325	0.162165	0.0814347	0.12417	0.159722	0.0130242	0.510479	0.489521	0.881677
2160	-60.23626	-74.28654	14.05028	0.00829038	0.00474812	0.0175084	0.122051	0.0289057	0.0503028	0.00687076	0.00866903	0.00847943	0.105754	0.0521007	0.0276436	0.0921019	0.0472627	0.0588847	0.164515	0.0151995	1.004545	0.995455	0.939798	0.970172	0.990597	1.00949	1.03074	1.06406	0.04489577	0.9909512	0.010119	0.00579543	0.0213703	0.148972	0.0352815	0.0613983	0.00838626	0.0105812	0.0103498	0.12908	0.0635928	0.033741	0.112417	0.0576876	0.0718731	0.200803	0.0185521	0.497728	0.502272	0.8192873
2196	-74.03276	-85.02606	10.9933	0.00306018	0.00327551	0.017113	0.0149638	0.0337109	0.0615865	0.00154638	0.0207192	0.00955933	0.0976997	0.0133256	0.0262336	0.0811807	0.0197848	0.0547329	0.0890676	0.0138172	0.2647111	1.735289	0.284722	0.541901	0.826015	1.21063	1.84536	3.5122	0.9083498	6.555407	0.00545121	0.00583477	0.030484	0.0266555	0.0600503	0.109706	0.00275462	0.0369078	0.0170284	0.174036	0.0237373	0.0467309	0.14461	0.0352434	0.0974975	0.158659	0.024613	0.867644	0.132356	0.5613769
2232	-70.46792	-84.34108	13.87316	0.0282926	0.0111262	0.023891	0.00855831	0.0209468	0.0141565	0.0555734	0.00333212	0.0227175	0.0145566	0.0951482	0.00818945	0.0538341	0.00228273	0.0263052	0.0270822	0.0222676	0.9192236	1.080776	0.775128	0.883176	0.961984	1.03952	1.13228	1.29011	0.1841856	1.175749	0.0645565	0.0253872	0.0545133	0.0195279	0.0477954	0.0323015	0.126804	0.00760307	0.0518357	0.0332145	0.217104	0.0186863	0.122836	0.00520863	0.0600218	0.0617948	0.0508091	0.540388	0.459612	0.4382604
2268	-67.1608	-80.83498	13.67418	0.0140154	0.00437416	0.0760053	0.0146041	0.0439852	0.0214727	0.0176631	0.00127385	0.0208741	0.00937038	0.0613777	0.0004892	0.0304598	0.0636561	0.0167947	0.0155115	0.0588177	0.7782129	1.221787	0.897277	0.94851	0.983643	1.01663	1.05428	1.11448	0.07837423	1.569991	0.0297728	0.009292	0.161457	0.0310234	0.0934374	0.0456143	0.0375216	0.00270603	0.0443426	0.0199054	0.130384	0.00103921	0.0647055	0.135224	0.0356768	0.0329509	0.124946	0.610894	0.389106	0.4707449
2304	-68.9398	-80.5859	11.6461	0.0554052	0.0878508	0.0714562	0.129173	0.183121	0.00403409	0.00973379	0.00230873	0.015138	0.0427559	0.083438	0.0587796	0.0575978	0.112694	0.031895	0.0287479	0.235354	0.4427258	1.557274	0.439994	0.670051	0.882569	1.13306	1.49242	2.27276	0.5936357	3.517469	0.045809	0.0726351	0.05908	0.1068	0.151405	0.00333539	0.0080479	0.00190886	0.0125161	0.0353506	0.0689865	0.048599	0.0476219	0.0931753	0.0263708	0.0237688	0.19459	0.778637	0.221363	1.209482
2340	-70.34896	-85.32989	14.98093	0.0249557	0.0113361	0.0315094	0.23935	0.111542	0.00384457	0.0242869	0.0422285	0.00383761	0.102114	0.15374	0.0192739	0.0257077	0.0367259	0.0290886	0.00672712	0.120732	1.669069	0.3309314	0.710827	0.846652	0.949391	1.05331	1.18112	1.40681	0.2468024	0.1982731	0.0252844	0.0114854	0.0319244	0.242502	0.113011	0.00389521	0.0246068	0.0427848	0.00388816	0.103459	0.155765	0.0195278	0.0260463	0.0372096	0.0294717	0.00681573	0.122323	0.165466	0.834534	0.9869994
2376	-68.28781	-80.41808	12.13026	0.0566006	0.00333989	0.0229182	0.0775879	0.0102583	0.00209346	0.000238034	0.0302576	0.0056243	0.0240691	0.0435005	0.000815611	0.00749854	0.0858383	0.0235155	0.0197101	0.0759196	0.527149	1.472851	0.272176	0.530121	0.82037	1.21896	1.88636	3.6741	0.9409345	2.793994	0.115562	0.0068191	0.0467922	0.158412	0.0209445	0.00427425	0.000485997	0.0617772	0.0114832	0.0491422	0.0888155	0.00166524	0.0153098	0.175257	0.0480118	0.0402423	0.155006	0.736426	0.263574	0.4897855
2412	-69.41213	-80.45018	11.03805	0.0155573	0.0123892	0.0180963	0.0618816	0.00655831	0.00762025	0.00275952	0.0103093	0.00522761	0.0283437	0.0269046	0.000163268	0.0022004	0.0509837	0.0135346	0.00794399	0.0710769	0.2111092	1.788891	0.558821	0.752912	0.915264	1.09258	1.32818	1.78948	0.4207732	8.47377	0.045549	0.0362733	0.0529827	0.181178	0.0192016	0.0223108	0.00807939	0.0301839	0.0153055	0.0829853	0.0787721	0.000478019	0.00644238	0.149271	0.0396268	0.0232586	0.208101	0.894445	0.105555	0.3415504
2448	-68.42894	-80.76293	12.334	0.0435274	0.0547567	0.040355	0.0384196	0.00564209	0.000404313	0.0149534	0.0246578	0.0147742	0.00726551	0.02725	0.000334319	0.0208232	0.0787801	0.0153834	0.0152835	0.122133	0.3837945	1.616205	0.758832	0.874071	0.958879	1.04288	1.14407	1.31781	0.1995484	4.211121	0.0829498	0.104349	0.0769042	0.0732158	0.0107521	0.000770495	0.0284965	0.0469903	0.028155	0.0138458	0.0519302	0.000637109	0.0396825	0.15013	0.029316	0.0291256	0.232749	0.808103	0.191897	0.5247439
2484	-74.82642	-85.5633	10.73688	0.0178588	0.0121766	0.000853124	0.0343946	0.0294371	0.000337732	0.0280538	0.0139519	0.00388025	0.0298503	0.0326448	0.00361418	0.00335897	0.0418452	0.0117256	0.0203688	0.0976396	0.2669164	1.733084	0.203105	0.459593	0.784633	1.27448	2.17584	4.92357	1.152597	6.492983	0.0467518	0.0318766	0.00223336	0.0900403	0.0770623	0.000884135	0.0734408	0.0365241	0.010158	0.078144	0.0854596	0.00946141	0.00879332	0.109545	0.030696	0.0533226	0.255607	0.866542	0.133458	0.3819914
2520	-66.40703	-79.0504	12.64336	0.00584945	0.0101569	0.0378942	0.0572403	0.0614605	0.00575186	0.00382786	0.0158835	0.00115891	0.0300098	0.0165151	0.0178956	0.0175795	0.0542947	0.0225179	0.0111358	0.128859	0.6336256	1.366374	0.356791	0.604938	0.854866	1.16977	1.65306	2.80276	0.7451986	2.156438	0.0117451	0.0203941	0.076088	0.114933	0.123407	0.0115492	0.007686	0.0318925	0.00232698	0.060257	0.0331608	0.0359327	0.0352979	0.109019	0.0452139	0.0223597	0.258737	0.683187	0.316813	0.4980311
2556	-73.87279	-81.53541	7.662629	0.000286286	0.00415452	0.0135149	0.019232	0.00306262	0.0016993	0.000302273	0.012797	7.83499e-05	0.000515354	0.00108754	0.00250229	0.00393651	0.00569151	0.00101293	0.00291713	0.0324902	0.08263656	1.917363	0.140389	0.383842	0.74176	1.34815	2.60524	7.12305	1.419627	23.20236	0.00271927	0.0394614	0.12837	0.182673	0.02909	0.0161406	0.00287112	0.121551	0.000744201	0.00489506	0.0103299	0.0237678	0.0373907	0.0540604	0.00962126	0.0277082	0.308606	0.958682	0.0413183	0.1052806
2592	-68.18613	-83.29157	15.10544	8.7246e-05	0.027926	0.0774257	0.00181121	0.0271815	0.0237705	0.00250381	0.0587278	0.00139776	0.0149668	0.0407557	0.010403	0.022552	0.0726104	0.0452902	0.0496092	0.0498274	1.525503	0.4744974	0.845497	0.921409	0.974787	1.02586	1.08529	1.18274	0.1213529	0.3110433	0.000165601	0.0530059	0.146961	0.00343783	0.0515928	0.0451185	0.00475245	0.11147	0.00265307	0.0284084	0.0773579	0.0197458	0.0428056	0.137821	0.0859648	0.0941625	0.0945767	0.237249	0.762751	0.5268463
2628	-66.4976	-78.81316	12.31556	0.000640835	0.0106233	0.0396197	0.0219096	0.0236729	0.0559503	0.0229968	0.0279059	0.0127813	0.10702	0.123205	0.0226131	0.0367119	0.0292437	0.0860128	0.0165375	0.0564246	0.4782646	1.521735	0.480259	0.699286	0.894407	1.11806	1.43003	2.08221	0.5303199	3.181785	0.000923568	0.0153103	0.0570996	0.031576	0.0341172	0.0806353	0.0331429	0.0402178	0.0184203	0.154236	0.177562	0.0325898	0.0529089	0.0421458	0.123961	0.0238338	0.0813187	0.760868	0.239132	0.6938692
2664	-67.25293	-78.96731	11.71438	0.000354326	0.00472601	0.029268	0.00230153	0.0155463	0.0269937	0.0150195	0.024801	0.0025402	0.0269172	0.112631	0.00117868	0.0123218	0.00158701	0.0403998	0.0574387	0.00908191	0.4126327	1.587367	0.284156	0.541375	0.825765	1.211	1.84715	3.51919	0.9097885	3.846925	0.000924876	0.012336	0.0763965	0.00600755	0.0405796	0.0704598	0.0392044	0.0647364	0.00663052	0.0702602	0.293995	0.00307664	0.0321629	0.00414247	0.105453	0.149929	0.0237059	0.793684	0.206316	0.383107
2700	-67.91296	-83.22646	15.3135	0.00908843	0.00710473	0.0644542	0.0305792	0.0016232	0.121811	0.0433036	0.0124155	0.0240061	0.0690676	0.0866871	0.0682111	0.0151946	0.0342371	0.00756791	0.100171	0.0201401	1.669731	0.3302691	0.827542	0.911813	0.971609	1.02922	1.09672	1.2084	0.1368736	0.1977978	0.0126993	0.00992749	0.0900624	0.0427285	0.00226811	0.170207	0.0605084	0.0173483	0.0335439	0.0965087	0.121129	0.0953119	0.0212316	0.0478398	0.0105747	0.139969	0.028142	0.165135	0.834865	0.7156621
2736	-70.66553	-82.85202	12.18649	0.0136862	0.012733	0.0350956	0.0137151	0.0239703	0.0264724	0.00476903	0.0160633	0.00211696	0.0651217	0.00851413	0.0318226	0.0154905	0.0359144	0.0776375	0.0500048	0.00235137	0.3859215	1.614079	0.617632	0.790566	0.929306	1.07607	1.26492	1.61909	0.3484197	4.182402	0.0314279	0.0292391	0.0805909	0.0314942	0.0550436	0.0607892	0.0109512	0.0368864	0.00486122	0.14954	0.0195512	0.073075	0.0355713	0.082471	0.178281	0.114827	0.0053995	0.807039	0.192961	0.4354789
2772	-64.72514	-78.268	13.54287	0.0016236	0.00489969	0.0668946	0.0228616	0.0105964	0.00418745	0.00687162	0.00174264	0.00154267	0.0178115	0.0290233	0.0161982	0.0201459	0.0236054	0.0224059	0.0114633	0.00771954	1.177308	0.8226922	0.298805	0.554811	0.832105	1.20177	1.80241	3.34667	0.8734414	0.6987912	0.00602239	0.0181744	0.248132	0.0848002	0.0393052	0.0155325	0.0254888	0.00646396	0.00572223	0.0660682	0.107656	0.0600838	0.0747272	0.0875592	0.08311	0.0425206	0.028634	0.411346	0.588654	0.2695933
2808	-63.71582	-76.49132	12.7755	0.00925794	0.00207103	0.0268775	0.0789255	0.0245452	0.0257764	0.00670347	0.0103437	0.024832	0.0345921	0.00825504	0.0454752	0.098418	0.0131776	0.045782	0.0235935	0.00319446	0.5228784	1.477122	0.677662	0.827151	0.942514	1.06099	1.20897	1.47566	0.2813508	2.824981	0.0192145	0.00429834	0.0557832	0.163807	0.0509425	0.053498	0.0139128	0.0214679	0.051538	0.0717946	0.017133	0.094382	0.204263	0.0273497	0.0950187	0.0489673	0.00662997	0.738561	0.261439	0.4818207
2844	-71.17514	-84.4	13.22486	0.015464	0.0105475	0.268786	0.150784	0.0407306	0.0245711	0.00595631	0.00373682	0.134188	0.0866372	0.140107	0.0186951	0.0918654	0.177729	0.165238	0.0447175	0.056099	1.17396	0.8260396	0.483651	0.70169	0.895365	1.11686	1.42513	2.06761	0.5252319	0.703635	0.0107699	0.00734584	0.187196	0.105013	0.0283669	0.0171126	0.00414828	0.00260251	0.0934552	0.0603385	0.0975779	0.0130202	0.0639797	0.123779	0.11508	0.0311435	0.0390702	0.41302	0.58698	1.435852
2880	-65.30756	-78.68148	13.37392	0.00503599	0.00795099	0.0401955	0.0100476	0.0818894	0.00916805	0.00881123	0.0119286	0.00915177	0.0429229	0.083952	0.0450471	0.011205	0.0358397	0.0519797	0.011983	0.00412113	0.7127489	1.287251	0.737276	0.861872	0.954683	1.04747	1.16027	1.35634	0.2203866	1.806037	0.0106869	0.0168729	0.0852991	0.0213222	0.173778	0.0194556	0.0186984	0.0253138	0.019421	0.0910871	0.178155	0.0955948	0.0237783	0.0760558	0.110306	0.0254292	0.00874548	0.643626	0.356374	0.4712297
2916	-70.76877	-84.26808	13.4993	0.00351507	0.0144095	0.0967397	0.0467812	0.11689	0.0333077	0.0147118	0.00763307	0.0293864	0.0802832	0.101703	0.0140172	0.0153706	0.0460394	0.0438066	0.0596065	0.0144039	1.093237	0.9067628	0.318569	0.572415	0.840254	1.19012	1.74698	3.13903	0.8271295	0.8294291	0.00475906	0.019509	0.130976	0.0633372	0.158258	0.0450954	0.0199183	0.0103344	0.0397864	0.108696	0.137696	0.018978	0.0208104	0.0623329	0.0593099	0.0807015	0.0195014	0.453381	0.546619	0.7386048
2952	-65.67637	-79.50457	13.82821	0.0312027	0.0236899	0.0388814	0.0172646	0.0483707	0.0404711	0.0105098	0.0281966	0.00218607	0.0751294	0.0465264	0.0060636	0.00158373	0.0402225	0.0154606	0.0339133	0.135119	1.046024	0.953976	0.516506	0.724546	0.904364	1.10575	1.38017	1.93608	0.4777083	0.912002	0.05246	0.0398289	0.0653699	0.0290263	0.0813239	0.0680425	0.0176697	0.0474059	0.00367535	0.126312	0.0782232	0.0101945	0.00266267	0.0676246	0.0259934	0.0570172	0.22717	0.476988	0.523012	0.5947909
2988	-65.05112	-79.00217	13.95104	0.00907205	0.0114414	0.0223827	0.0258922	0.00868373	0.014319	0.00482232	0.0128351	0.0117252	0.0395938	0.0257695	0.00267231	0.00973086	0.0206589	0.0122551	0.021062	0.0698294	0.9729102	1.02709	0.821692	0.908664	0.970561	1.03033	1.10052	1.217	0.1420028	1.055688	0.028109	0.0354502	0.0693509	0.0802247	0.0269058	0.0443662	0.0149415	0.0397686	0.0363295	0.122678	0.0798447	0.00827993	0.0301503	0.0640099	0.0379714	0.0652588	0.216361	0.513545	0.486455	0.3227455
3024	-66.9334	-80.30067	13.36727	0.0654825	0.00577722	0.0497925	0.029216	0.11064	0.0565163	0.00269471	0.0270708	0.00565533	0.0106202	0.00416889	0.0251545	0.0127789	0.0343004	0.096955	0.0283682	0.103982	0.6604187	1.339581	0.937195	0.968861	0.990179	1.00992	1.03214	1.06701	0.04690098	2.028382	0.0978558	0.00863337	0.0744089	0.0436599	0.165339	0.0844569	0.00402693	0.040454	0.00845122	0.0158707	0.0062299	0.0375905	0.0190965	0.0512578	0.144888	0.0423929	0.155388	0.669791	0.330209	0.6691737
3060	-63.09154	-75.13085	12.03931	0.0129809	0.0277241	0.0332921	0.0809297	0.00467644	0.00998044	0.00921951	0.00220095	0.0034972	0.10316	0.0127887	0.0332862	0.0253327	0.0287595	0.0545927	0.0375387	0.222602	0.3146678	1.685332	0.875325	0.937121	0.979943	1.02047	1.0671	1.14243	0.0962837	5.35591	0.0184766	0.0394614	0.0473868	0.115192	0.00665628	0.0142058	0.0131227	0.00313275	0.00497778	0.146834	0.018203	0.0473783	0.0360576	0.0409352	0.0777052	0.0534312	0.316844	0.842666	0.157334	0.7025616
3096	-67.16531	-80.97334	13.80803	0.0166513	0.0127732	0.0215252	0.140418	0.0946868	0.00958984	0.129766	0.025655	0.0460048	0.169745	0.0262976	0.0547893	0.00957175	0.0200285	0.26873	0.120659	0.491472	1.384576	0.6154236	0.954431	0.97751	0.992929	1.00712	1.02301	1.04774	0.03372381	0.4444851	0.0100408	0.0077023	0.0129798	0.0846725	0.0570965	0.00578272	0.0782496	0.0154701	0.0277411	0.102357	0.0158576	0.0330382	0.00577181	0.0120772	0.162045	0.0727577	0.29636	0.307712	0.692288	1.658363
3132	-69.56865	-84.05658	14.48793	0.00406943	0.00508853	0.0245651	0.0457425	0.00795105	0.0419631	0.0504297	0.0282797	0.0804099	0.118191	0.0107121	0.00304192	0.0247408	0.0967389	0.112902	0.0213027	0.115084	1.437804	0.5621964	0.537984	0.739087	0.909987	1.09892	1.35302	1.85879	0.4482499	0.3910105	0.00514328	0.00643131	0.0310474	0.0578132	0.0100492	0.0530365	0.0637372	0.0357423	0.101629	0.14938	0.0135388	0.00384463	0.0312695	0.122267	0.142694	0.0269241	0.145453	0.281098	0.718902	0.7912123
3168	-68.8409	-80.35091	11.51002	0.000654969	0.00299495	0.0229016	0.0477718	0.0207817	0.0383273	0.0106025	0.0101195	0.0223948	0.0612778	0.0128639	0.00851868	0.00478546	0.00814184	0.0605753	0.0134061	0.0738323	0.2588018	1.741198	0.61974	0.791881	0.929788	1.07551	1.26282	1.61358	0.3459565	6.72792	0.00155963	0.00713166	0.0545341	0.113756	0.0494862	0.0912663	0.025247	0.0240969	0.0533271	0.145917	0.030632	0.020285	0.0113953	0.0193876	0.144244	0.031923	0.175812	0.870599	0.129401	0.4199506
