Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	stationaryDist[1]	stationaryDist[2]	tree_length
1620	-62.53418	-76.35073	13.81655	6.26025e-05	0.0102194	0.009208	0.0638384	0.00850229	0.0170223	0.00172344	0.00653511	0.00644571	0.0375817	0.0265541	0.0113881	0.0723939	0.0708418	0.1719	0.0209335	0.253819	1.045569	0.9544311	0.589085	0.77253	0.922639	1.08385	1.29445	1.69755	0.3826365	0.9128342	7.93471e-05	0.0129528	0.0116709	0.0809137	0.0107764	0.0215754	0.00218442	0.00828309	0.00816978	0.0476339	0.0336567	0.0144341	0.0917575	0.0897903	0.217879	0.0265327	0.32171	0.477216	0.522784	0.7889698
1656	-66.7481	-79.06642	12.31833	0.0462966	0.0200781	0.0231325	0.1229	0.0341019	0.0341079	0.01168	0.00984945	0.0286058	0.155679	0.0905695	0.0480672	0.0105738	0.0465492	0.0705332	0.0415115	0.00987645	0.4467749	1.553225	0.625462	0.795439	0.931089	1.07401	1.25717	1.59882	0.3393107	3.476527	0.0575749	0.0249693	0.0287678	0.152839	0.0424094	0.0424168	0.0145253	0.0122489	0.0355744	0.193604	0.112633	0.0597768	0.0131496	0.0578889	0.0877156	0.0516241	0.0122824	0.776613	0.223387	0.8041119
1692	-71.82803	-79.76737	7.939338	0.0139605	0.0198302	0.0397662	0.122415	0.0075727	0.0333186	0.0040736	0.0029453	0.00052055	0.0701169	0.138997	0.0220231	0.0161385	0.0109349	0.157318	0.0670301	0.0301469	0.06657656	1.933423	0.143263	0.387654	0.74405	1.344	2.57962	6.98019	1.404978	29.0406	0.0184392	0.0261921	0.0525238	0.161688	0.0100021	0.0440077	0.00538047	0.0038902	0.000687551	0.0926115	0.183589	0.0290884	0.021316	0.014443	0.207788	0.0885344	0.0398185	0.966712	0.0332883	0.7571078
1728	-65.7124	-79.44843	13.73603	0.0222165	0.0185333	0.00703683	0.0474294	0.0497933	0.0284091	0.00131545	0.0130401	0.0076825	0.0561945	0.0147426	0.000103902	0.00187134	0.011718	0.0617313	0.0060871	0.0455192	0.8767456	1.123254	0.745053	0.866294	0.956209	1.0458	1.15434	1.34219	0.2127994	1.281163	0.0564696	0.0471077	0.0178861	0.120555	0.126564	0.0722097	0.00334358	0.033145	0.0195273	0.142834	0.0374726	0.000264096	0.00475655	0.0297845	0.156908	0.0154721	0.1157	0.561627	0.438373	0.3934243
1764	-69.43942	-83.72961	14.29019	0.0638283	0.0439547	0.0181939	0.110978	0.0815708	0.0375945	0.0066357	0.0293309	0.0518178	0.0150525	0.0468677	0.165849	0.0311522	0.0247017	0.0661358	0.0208347	0.0900058	1.421269	0.5787314	0.485827	0.703228	0.895977	1.1161	1.42201	2.05835	0.5219853	0.4071935	0.0705671	0.0485953	0.0201147	0.122695	0.0901829	0.0415637	0.00733628	0.0324276	0.0572886	0.0166417	0.0518159	0.183359	0.0344412	0.0273097	0.0731182	0.0230344	0.0995084	0.289366	0.710634	0.9045044
1800	-66.96324	-80.74489	13.78165	0.0120196	0.00557092	0.00397454	0.0193309	0.0981753	0.0626641	0.015448	0.0270433	0.0153687	0.0260725	0.0570016	0.123061	0.0247111	0.0106113	0.0519812	0.0350143	0.0162305	1.220235	0.7797653	0.307458	0.56259	0.835727	1.19656	1.77749	3.25248	0.8527999	0.639029	0.0198908	0.00921913	0.00657733	0.0319901	0.162467	0.103701	0.0255644	0.0447529	0.0254331	0.0431465	0.0943301	0.203649	0.0408936	0.0175603	0.0860219	0.057944	0.0268593	0.389883	0.610117	0.6042786
1836	-70.31595	-81.22601	10.91006	0.00490789	0.000439218	0.030644	0.0109683	0.00359134	0.00335035	0.000201803	0.00457415	0.0019255	0.0150124	0.00565277	0.0142845	0.0124592	0.0337224	0.00672443	0.00310964	0.00129907	0.5699811	1.430019	0.0824569	0.296102	0.684068	1.46184	3.37722	12.1275	1.804403	2.508889	0.0321057	0.00287321	0.200462	0.0717509	0.0234933	0.0219168	0.00132012	0.0299224	0.0125959	0.0982056	0.0369784	0.0934442	0.0815034	0.2206	0.0439887	0.0203422	0.00849803	0.715009	0.284991	0.1528669
1872	-70.24071	-84.64089	14.40018	0.0203428	0.003349	0.0738111	0.0223751	0.0204964	0.025336	0.0115571	0.0529819	0.013746	0.0246218	0.00717859	0.0370555	0.00238427	0.0283693	0.0656488	0.0532914	0.00788018	1.184722	0.8152784	0.774134	0.882623	0.961796	1.03972	1.13299	1.29177	0.1851135	0.6881603	0.0432434	0.0071191	0.156903	0.0475636	0.0435699	0.0538577	0.0245673	0.112625	0.0292205	0.0523394	0.0152598	0.0787702	0.00506833	0.0603057	0.139552	0.113283	0.0167512	0.407639	0.592361	0.4704253
1908	-66.76542	-80.02689	13.26147	0.00399047	0.00290266	0.0503383	0.0184849	0.0287499	0.00203704	0.0231922	0.00050477	0.00526788	0.0402766	0.0160125	0.0168741	0.00128094	0.00531708	0.00145246	0.0353534	0.00529174	0.7496491	1.250351	0.711452	0.847015	0.949518	1.05317	1.18062	1.40558	0.2461664	1.667915	0.0155074	0.0112801	0.19562	0.0718341	0.111725	0.00791616	0.0901275	0.00196159	0.0204716	0.156519	0.0622262	0.0655745	0.00497789	0.0206627	0.00564442	0.137387	0.0205643	0.625175	0.374825	0.2573269
1944	-70.83906	-81.17543	10.33638	0.0193616	0.0107774	0.0647727	0.0405792	0.00290353	0.000403816	0.00374603	0.0019258	0.0276569	0.0646588	0.01639	0.0196029	0.00995262	0.00294601	0.00168555	0.0793877	0.0383355	0.1140266	1.885973	0.890356	0.944935	0.982485	1.01783	1.05827	1.12315	0.08397267	16.53977	0.0477962	0.0266053	0.159899	0.100174	0.00716768	0.000996863	0.0092475	0.00475405	0.0682741	0.159617	0.0404605	0.048392	0.0245692	0.00727256	0.00416096	0.195977	0.0946354	0.942987	0.0570133	0.4050862
1980	-69.56726	-80.9709	11.40364	0.00583117	0.00453011	0.0319657	0.0952504	0.0042471	0.0123388	0.0175621	0.0261348	0.0208903	0.0364836	0.0133419	0.0413309	0.00593481	0.0250898	0.0210244	0.119366	0.0523349	0.2360265	1.763974	0.653186	0.812443	0.937254	1.06695	1.23085	1.53096	0.3079499	7.473625	0.0109268	0.0084888	0.0598994	0.178486	0.00795847	0.0231211	0.032909	0.048973	0.0391456	0.0683652	0.0250009	0.0774484	0.011121	0.0470148	0.0393969	0.223676	0.0980684	0.881987	0.118013	0.5336571
2016	-67.1996	-80.44036	13.24075	0.00605469	0.0203039	0.014591	0.0541167	0.0312471	0.0027184	0.00845149	0.0048485	0.0112885	0.0482638	0.00448226	0.00329093	0.00340183	0.0311406	0.0046758	0.110497	0.0196925	0.6642314	1.335769	0.763182	0.876511	0.959713	1.04198	1.14089	1.3103	0.1954154	2.010999	0.0159727	0.0535632	0.038492	0.142763	0.0824319	0.00717133	0.0222956	0.0127907	0.0297798	0.127323	0.0118245	0.00868169	0.00897425	0.0821509	0.0123351	0.291499	0.0519503	0.667884	0.332116	0.3790653
2052	-64.62069	-78.11583	13.49514	0.029	0.00536538	0.0294493	0.0325055	0.0766128	0.00785688	0.00253366	0.00909781	0.000348716	0.139989	0.0348062	0.0537111	0.0136521	0.0747295	0.102245	0.224516	0.0645235	1.019485	0.9805147	0.460031	0.684764	0.88857	1.1254	1.46036	2.17376	0.5614344	0.9617742	0.0321885	0.00595529	0.0326872	0.0360794	0.0850363	0.00872072	0.00281223	0.0100981	0.000387056	0.155381	0.038633	0.0596165	0.0151531	0.0829458	0.113487	0.249201	0.0716177	0.490257	0.509743	0.9009433
2088	-65.50921	-79.71307	14.20387	0.0626507	0.0043718	0.0177962	0.187115	0.00895708	0.0487215	0.000311441	0.0347546	0.000245886	0.018315	0.00983168	0.0569076	0.074231	0.0385137	0.0813963	0.12285	0.0873606	1.312327	0.6876729	0.538121	0.739179	0.910023	1.09887	1.35285	1.85832	0.4480657	0.5240103	0.0733331	0.00511723	0.0208306	0.21902	0.0104843	0.0570289	0.000364544	0.0406806	0.000287811	0.0214379	0.0115081	0.0666108	0.0868879	0.0450806	0.095275	0.143796	0.102256	0.343836	0.656164	0.8543299
2124	-66.15254	-78.7609	12.60835	0.0228547	0.0558862	0.0661308	0.0630174	0.0134934	0.0820873	0.00178077	0.000778305	0.020175	0.027139	0.0664963	0.0540688	0.0181959	0.036755	0.0649671	0.0809216	0.0296149	0.5237152	1.476285	0.586463	0.770851	0.922013	1.08458	1.29727	1.70514	0.3858625	2.81887	0.0324474	0.079343	0.0938874	0.0894673	0.0191569	0.116541	0.0025282	0.00110498	0.0286429	0.0385298	0.0944064	0.0767628	0.0258332	0.052182	0.0922352	0.114886	0.042045	0.738142	0.261858	0.7043625
2160	-64.84601	-77.66839	12.82238	0.0409697	0.0178406	0.00791776	0.215777	0.0564103	0.00856908	0.0122237	0.0208633	0.0808704	0.0506773	0.00613972	0.0189961	0.0231884	0.0905284	0.147927	0.0320647	0.0349355	0.5775019	1.422498	0.734833	0.860478	0.954201	1.048	1.16214	1.36085	0.2227862	2.463192	0.0473147	0.0206036	0.00914398	0.249194	0.0651465	0.00989617	0.0141168	0.0240944	0.0933948	0.0585257	0.00709057	0.021938	0.0267796	0.104548	0.170836	0.0370305	0.0403459	0.711249	0.288751	0.8658987
2196	-68.91619	-82.00558	13.08938	0.0471051	0.0779697	0.100018	0.0683418	0.0573151	0.025144	0.0342103	0.00125194	0.0134991	0.162324	0.0309331	0.0759123	0.0402772	0.0788934	0.0395021	0.138072	0.020146	0.7021606	1.297839	0.799093	0.896389	0.966451	1.03471	1.11559	1.25142	0.162168	1.848351	0.0465966	0.0771279	0.0989378	0.0676039	0.0566963	0.0248726	0.033841	0.00123842	0.0133533	0.160572	0.0305991	0.0750927	0.0398424	0.0780416	0.0390756	0.136581	0.0199285	0.64892	0.35108	1.010914
2232	-68.04546	-80.50235	12.45689	0.00389185	0.0211972	0.0103581	0.0430054	0.050939	0.0783257	0.00932536	0.00144277	0.00328731	0.096367	0.0623615	0.0325643	0.0232576	0.00652367	0.0243839	0.0555905	0.00960604	0.4312117	1.568788	0.686487	0.832387	0.944372	1.05891	1.20136	1.45669	0.2719956	3.638093	0.00730964	0.0398123	0.0194545	0.0807724	0.0956731	0.147111	0.0175148	0.0027098	0.0061742	0.180996	0.117127	0.0611619	0.0436822	0.0122527	0.0457976	0.10441	0.018042	0.784394	0.215606	0.532427
2268	-70.27167	-78.53192	8.260254	0.000635388	0.00942797	0.0025449	0.0115226	0.00292398	0.0135807	0.00516295	0.000688925	0.00317461	0.00749354	0.00784318	0.00103488	0.0045987	0.0165559	0.0199739	0.013512	0.0317878	0.08348497	1.916515	0.21337	0.470779	0.790542	1.26496	2.12414	4.68669	1.116944	22.95641	0.00416752	0.0618382	0.0166921	0.0755769	0.0191784	0.0890758	0.0338639	0.00451867	0.0208223	0.0491503	0.0514436	0.0067878	0.0301629	0.10859	0.131009	0.0886256	0.208497	0.958258	0.0417425	0.1524619
2304	-63.82667	-76.29367	12.467	0.00857781	0.0117062	0.0183654	0.134422	0.0199009	0.056571	0.0233676	0.0210916	0.0149953	0.117772	0.0351229	0.0273632	0.0231762	0.0278303	0.0411545	0.0229376	0.121514	0.4009085	1.599091	0.917623	0.958939	0.987005	1.01317	1.04282	1.08977	0.06216154	3.988669	0.0118173	0.0161272	0.0253012	0.185188	0.0274167	0.0779355	0.0321926	0.029057	0.0206584	0.16225	0.0483874	0.0376972	0.0319289	0.0383407	0.0566969	0.0316001	0.167405	0.799546	0.200454	0.7258689
2340	-67.13703	-81.65619	14.51916	0.0134749	0.00674772	0.0877093	0.0678159	0.100445	0.0257966	0.00469016	0.031094	0.047117	0.0209645	0.0326323	0.0217958	0.0463387	0.0667807	0.0249932	0.0124211	0.0625996	1.318416	0.6815844	0.69033	0.834656	0.945174	1.05801	1.1981	1.44858	0.2679593	0.5169724	0.0200098	0.0100201	0.130245	0.100704	0.149158	0.038307	0.00696473	0.0461734	0.0699671	0.0311315	0.0484578	0.032366	0.0688114	0.099167	0.037114	0.0184449	0.0929582	0.340792	0.659208	0.6734167
2376	-65.39187	-79.01576	13.6239	0.0157547	0.0034721	0.0361486	0.0565335	0.00166193	0.0739966	0.0227949	0.0243595	0.00369158	0.0612103	0.0691741	0.0373202	0.0500478	0.02404	0.133701	0.00303688	0.0537896	0.965332	1.034668	0.508309	0.718915	0.902165	1.10844	1.39098	1.96731	0.4892761	1.071826	0.0234888	0.00517657	0.0538942	0.0842862	0.00247778	0.110322	0.033985	0.0363178	0.0055038	0.0912589	0.103132	0.0556409	0.0746166	0.0358414	0.199335	0.00452771	0.0801952	0.517334	0.482666	0.6707327
2412	-67.24364	-79.89934	12.6557	0.00879117	0.000238129	0.0519807	0.0329058	0.00583761	0.0321487	0.00103967	0.018697	0.00295131	0.0870594	0.0647613	0.0214644	0.013888	0.00164446	0.0822797	0.0448003	0.0332212	0.4812848	1.518715	0.697121	0.838651	0.946583	1.05643	1.19239	1.43447	0.2608802	3.155544	0.0174529	0.000472751	0.103196	0.065327	0.0115893	0.063824	0.00206403	0.0371187	0.00585917	0.172837	0.128569	0.0426127	0.0275714	0.00326471	0.163348	0.0889408	0.0659531	0.759358	0.240642	0.5037086
2448	-63.88877	-77.2272	13.33843	0.00637052	0.00600044	0.00654176	0.0197281	0.0143098	0.0119411	0.0123517	0.00701152	0.00095263	0.0503781	0.00253713	0.0396302	0.0131747	0.11611	0.0270702	0.0199529	0.00381448	0.9375157	1.062484	0.37193	0.617323	0.860288	1.1624	1.6199	2.68868	0.7151515	1.133298	0.0178009	0.0167668	0.0182794	0.0551255	0.0399854	0.0333667	0.0345138	0.0195921	0.0026619	0.14077	0.00708942	0.110738	0.0368137	0.324443	0.0756414	0.0557537	0.0106587	0.531242	0.468758	0.3578754
2484	-66.24225	-76.72659	10.48434	0.0133373	0.00566226	0.0414625	0.0920356	0.00893915	0.0422934	0.00139714	0.00463532	0.00774796	0.0489348	0.00120204	0.00910614	0.0456037	0.138115	0.0522584	0.0555589	0.0105081	0.1571697	1.84283	0.489864	0.706072	0.897106	1.1147	1.41629	2.04138	0.5160018	11.7251	0.0230431	0.0097828	0.0716356	0.159012	0.0154444	0.0730711	0.00241387	0.00800853	0.0133863	0.0845456	0.00207678	0.0157329	0.0787905	0.238624	0.090288	0.0959902	0.0181551	0.921415	0.0785848	0.5787974
2520	-65.07697	-78.92967	13.8527	0.0166049	0.0103124	0.0133363	0.040674	0.00531654	0.0060922	0.00725076	0.00222817	0.00588439	0.0888007	0.00664949	0.00187245	0.0231097	0.0881051	0.0240035	0.0313656	0.00956233	0.8457062	1.154294	0.971009	0.985754	0.995534	1.00449	1.01445	1.02986	0.02127261	1.364888	0.043563	0.0270547	0.0349879	0.106709	0.013948	0.0159829	0.0190224	0.00584563	0.0154378	0.23297	0.017445	0.00491239	0.0606285	0.231145	0.0629735	0.0822881	0.0250869	0.577147	0.422853	0.3811685
2556	-71.37059	-84.56184	13.19125	0.00794419	0.00291862	0.0515523	0.0260443	0.00689883	0.0166034	0.013194	0.0173395	0.061328	0.0199318	0.106539	0.0862911	0.123155	0.16347	0.0519713	0.111219	0.110735	0.9262599	1.07374	0.433215	0.664997	0.880487	1.13574	1.50377	2.30832	0.6048624	1.159221	0.00813008	0.00298691	0.0527586	0.0266537	0.00706026	0.0169919	0.0135027	0.0177453	0.0627631	0.0203982	0.109032	0.0883103	0.126037	0.167295	0.0531874	0.113822	0.113327	0.53687	0.46313	0.977135
2592	-66.63936	-79.81989	13.18053	0.00300814	0.0371149	0.106347	0.0130126	0.0191474	0.0128416	0.0167786	0.0409129	8.86424e-06	0.0877078	0.0386424	0.0413001	0.00924056	0.0531334	0.0512505	0.0259551	0.0167644	0.628871	1.371129	0.774108	0.882609	0.961791	1.03973	1.133	1.29181	0.185137	2.180302	0.00524829	0.0647541	0.185543	0.0227029	0.0334064	0.0224047	0.0292736	0.0713805	1.54654e-05	0.153023	0.0674191	0.072056	0.0161219	0.0927015	0.0894164	0.0452837	0.0292487	0.685564	0.314436	0.5731662
2628	-63.82758	-76.8336	13.00602	6.49149e-05	0.00652184	0.0453474	0.0151087	0.0427951	0.0210073	0.0162924	0.00174924	0.00409895	0.0170189	0.0334951	0.031566	0.0320992	0.126081	0.0103532	0.0400901	0.0344772	0.8694841	1.130516	0.267783	0.525931	0.818342	1.22198	1.90139	3.73437	0.9526995	1.300215	0.000135758	0.0136393	0.0948359	0.0315972	0.0894983	0.0439331	0.0340726	0.00365821	0.00857222	0.035592	0.0700491	0.0660146	0.0671298	0.263676	0.0216518	0.0838413	0.072103	0.565258	0.434742	0.4781667
2664	-70.56788	-83.39643	12.82854	0.00736625	0.0228724	0.0564321	0.0729152	0.0527215	0.0154397	0.0319574	0.0218676	0.0787817	0.011072	0.0211915	0.0241051	0.0299872	0.0178025	0.0174499	0.00208769	0.0848345	0.5352371	1.464763	0.697804	0.839051	0.946724	1.05627	1.19182	1.43307	0.2601723	2.736661	0.0129486	0.0402058	0.0991978	0.128172	0.0926753	0.0271403	0.0561756	0.0384394	0.138485	0.0194627	0.037251	0.0423726	0.0527122	0.0312937	0.0306739	0.00366979	0.149124	0.732381	0.267619	0.5688842
2700	-68.13767	-80.89526	12.75759	0.0119229	0.0141358	0.0574112	0.0474549	0.033705	0.0972176	0.00910547	0.00381333	0.0010515	0.00454435	0.0862067	0.023248	0.0663142	0.0915271	0.0123054	0.0243345	0.0146175	0.4774228	1.522577	0.837704	0.917257	0.973415	1.02731	1.09021	1.19374	0.1280484	3.189159	0.0199074	0.0236023	0.0958586	0.0792347	0.0562767	0.162323	0.0152033	0.00636705	0.00175568	0.00758764	0.143938	0.0388168	0.110724	0.152821	0.0205462	0.040631	0.0244065	0.761289	0.238711	0.5989153
2736	-75.55544	-88.21021	12.65477	0.0199157	0.0093087	0.015075	0.00471857	0.0227859	0.0302885	0.015256	0.00134105	0.00067859	0.0039567	0.0121505	0.0105616	0.0439385	0.054619	0.00121142	0.0102165	0.013453	0.8359443	1.164056	0.226369	0.484555	0.797687	1.25362	2.06375	4.41756	1.074183	1.392504	0.0739054	0.0345438	0.055942	0.0175102	0.0845567	0.112398	0.0566137	0.00497652	0.00251819	0.014683	0.0450894	0.0391933	0.163052	0.202687	0.00449547	0.0379124	0.0499231	0.582028	0.417972	0.2694752
2772	-68.56145	-80.00467	11.44321	0.00211315	0.0135061	0.0718127	0.0845009	0.00133703	0.0325472	0.00407645	0.0234242	0.0300602	0.0202453	0.0444237	0.063375	0.0531135	0.0531694	0.0327486	0.0354248	0.0342742	0.305836	1.694164	0.384201	0.627174	0.864548	1.15667	1.59445	2.6028	0.6916794	5.539452	0.00352102	0.0225045	0.119657	0.140799	0.00222781	0.0542315	0.00679235	0.0390304	0.0500877	0.0337336	0.0740206	0.105598	0.0885	0.0885932	0.0545671	0.0590264	0.0571092	0.847082	0.152918	0.6001525
2808	-69.20952	-83.33126	14.12174	0.00095118	0.0178881	0.059181	0.0443581	0.0739687	0.011969	0.0375349	0.0364323	0.0347095	0.00466105	0.0742742	0.0788972	0.0509857	0.0202695	0.103401	0.00335734	0.00606534	1.138876	0.8611243	0.627417	0.79665	0.931531	1.0735	1.25526	1.59384	0.3370545	0.7561179	0.00144358	0.0271482	0.0898173	0.067321	0.11226	0.018165	0.0569656	0.0552922	0.0526777	0.00707395	0.112724	0.11974	0.0773795	0.0307624	0.156929	0.00509534	0.0092052	0.430562	0.569438	0.6589042
2844	-71.45206	-83.92577	12.47371	0.00821927	0.00700369	0.0303491	0.0410356	0.0495477	0.0238053	0.00452071	0.0039271	0.0131034	8.19411e-05	0.016079	0.00407344	0.0271165	0.0279027	0.055124	0.0319999	0.00731704	0.5307095	1.46929	0.465081	0.688419	0.890047	1.12354	1.4526	2.15016	0.5535402	2.76854	0.023403	0.0199418	0.0864139	0.116842	0.141079	0.0677814	0.0128719	0.0111818	0.0373097	0.000233313	0.0457823	0.0115984	0.0772095	0.0794481	0.156956	0.0911143	0.020834	0.734645	0.265355	0.3512065
2880	-64.31287	-78.50756	14.19469	0.0416731	0.0256232	0.00443665	0.127405	0.06658	0.000788629	0.0109573	0.0338418	0.0145021	0.0278951	0.0824334	0.169478	0.013028	0.0177932	0.00354586	0.0633219	0.0599245	1.109371	0.8906289	0.816896	0.906074	0.969696	1.03125	1.10366	1.22415	0.1462361	0.8028233	0.0546011	0.0335721	0.00581301	0.166929	0.0872348	0.00103328	0.0143565	0.0443404	0.019001	0.0365488	0.108006	0.222055	0.0170696	0.0233132	0.00464588	0.0829659	0.0785145	0.445314	0.554686	0.7632277
2916	-69.8288	-83.22017	13.39137	0.0285092	0.0178621	0.0493725	0.141751	0.0511564	0.0124508	0.000936639	0.0174565	0.0305658	0.0449556	0.0271871	0.0428173	0.033397	0.00999632	0.125321	0.0415034	0.109924	0.7754743	1.224526	0.720021	0.851975	0.95125	1.05125	1.17374	1.38885	0.2375097	1.579067	0.0363099	0.0227495	0.0628819	0.180537	0.0651539	0.0158576	0.00119292	0.022233	0.0389293	0.0572564	0.034626	0.0545331	0.0425351	0.0127315	0.159612	0.0528596	0.140001	0.612263	0.387737	0.7851629
2952	-64.71195	-77.03938	12.32742	0.000304998	0.00959736	0.0431551	0.11938	0.0325368	0.0303618	0.0118937	0.00641678	0.0309797	0.0172133	0.0249539	0.0371289	0.0894086	0.152883	0.0234774	0.0419103	0.0814201	0.4660024	1.533998	0.545681	0.744225	0.911956	1.09654	1.34368	1.83257	0.4379782	3.291823	0.000405032	0.0127451	0.0573091	0.158535	0.0432083	0.04032	0.0157946	0.00852137	0.0411404	0.022859	0.0331384	0.0493065	0.118733	0.203026	0.0311776	0.0556561	0.108124	0.766999	0.233001	0.7530223
2988	-65.24575	-76.7699	11.52415	0.00450876	0.0050446	0.00911189	0.0363746	0.00503429	0.00502938	0.0154164	0.00295838	0.0266511	0.0244973	0.0983377	0.0486532	0.0242679	0.0235766	0.00496616	0.0133924	0.0287552	0.3588975	1.641103	0.303935	0.559436	0.834263	1.19866	1.78751	3.29018	0.8611332	4.572622	0.011973	0.013396	0.0241967	0.0965931	0.0133686	0.0133556	0.0409383	0.007856	0.0707723	0.0650526	0.261136	0.129199	0.0644435	0.0626079	0.0131877	0.0355636	0.0763597	0.820551	0.179449	0.376576
3024	-66.199	-79.59336	13.39436	0.0205414	0.00359109	0.00769962	0.0393622	0.0103559	0.012592	0.00563381	0.00892177	0.000100076	0.0611954	0.0260738	0.0198925	0.0109291	0.0247843	0.0204994	0.00919819	0.0139274	1.226893	0.7731071	0.202592	0.459027	0.784332	1.27497	2.17852	4.93603	1.154423	0.6301341	0.0695614	0.0121609	0.0260741	0.133296	0.0350692	0.0426417	0.0190784	0.0302128	0.000338899	0.207233	0.0882966	0.0673642	0.0370103	0.08393	0.0694194	0.0311488	0.047164	0.386554	0.613446	0.295298
3060	-64.69023	-76.77697	12.08674	0.010047	0.00885304	0.0253885	0.105781	0.0205052	0.00729666	0.00523601	0.00457856	0.000302479	0.0880749	0.0946123	0.0400458	0.0764707	0.0259645	0.00470951	0.0482756	0.0309844	0.3338399	1.66616	0.761824	0.87575	0.959453	1.04226	1.14188	1.31264	0.1967033	4.990895	0.0168256	0.0148261	0.0425178	0.177151	0.0343397	0.0122196	0.00876868	0.00766766	0.000506557	0.147498	0.158446	0.0670643	0.128064	0.0434824	0.00788696	0.0808465	0.0518891	0.83308	0.16692	0.5971264
3096	-63.92246	-76.93928	13.01682	0.00280103	0.0127037	0.0682729	0.0457466	0.0130455	0.00837156	0.0168669	0.021602	0.00401225	0.0538192	0.0583495	0.0187129	0.1235	0.0110245	0.0124219	0.0320874	0.201471	0.5474129	1.452587	0.929615	0.965031	0.988956	1.01117	1.03624	1.07571	0.05277332	2.653549	0.00397417	0.0180243	0.0968672	0.0649064	0.0185092	0.0118778	0.0239311	0.0306495	0.00569268	0.0763599	0.0827876	0.0265504	0.175225	0.0156419	0.0176244	0.0455264	0.285852	0.726294	0.273706	0.7048093
3132	-67.75039	-79.32231	11.57192	0.0180663	0.00069419	0.0325916	0.0229786	0.00930767	0.0151695	0.0145375	0.00980005	0.00442611	0.0614921	0.0169965	0.00509124	0.0450854	0.0233647	0.0555657	0.0238594	0.0429435	0.2398396	1.76016	0.816076	0.90563	0.969548	1.03141	1.1042	1.22538	0.1469618	7.338908	0.0449445	0.00172697	0.0810797	0.057165	0.0231551	0.0377379	0.0361657	0.0243801	0.0110111	0.152977	0.042283	0.0126657	0.112161	0.0581254	0.138233	0.0593562	0.106833	0.88008	0.11992	0.4019701
3168	-66.03554	-80.85018	14.81463	0.0204346	0.00587146	0.0131973	0.0903166	0.0876304	0.00557702	0.00475913	0.0463527	0.0787617	0.178181	0.0233534	0.0357189	0.0323565	0.0461873	0.0569159	0.0448052	0.273921	1.551831	0.4481694	0.855023	0.926457	0.97645	1.02412	1.07938	1.16956	0.1132524	0.2888005	0.019567	0.00562217	0.012637	0.0864819	0.0839098	0.00534023	0.00455706	0.0443846	0.0754177	0.170616	0.0223618	0.0342023	0.0309827	0.0442263	0.0544994	0.0429029	0.262291	0.224085	0.775915	1.044341
3204	-65.06202	-79.44207	14.38006	0.000956358	0.0127299	0.0396768	0.0177468	0.0131511	0.00922435	0.00542848	0.00779884	0.00732255	0.013234	0.00979814	0.0961001	0.018269	0.00602705	0.00728297	0.0329066	0.0262107	1.368902	0.6310982	0.523394	0.729242	0.906189	1.10352	1.37129	1.91061	0.4681303	0.4610252	0.00295296	0.0393063	0.122511	0.0547972	0.0406068	0.0284822	0.0167616	0.0240806	0.02261	0.0408628	0.0302539	0.29673	0.0564094	0.0186098	0.0224878	0.101606	0.0809314	0.315549	0.684451	0.3238638
3240	-69.30712	-82.53037	13.22325	0.00116645	0.00415381	0.0123029	0.0309999	0.00271976	0.00588245	0.009515	0.00199292	0.0203486	0.0298583	0.00608352	0.0305548	0.0599617	0.00538417	0.0403061	0.0367682	0.0416314	0.7574625	1.242537	0.5625	0.755326	0.916179	1.09149	1.32393	1.77778	0.4160273	1.640395	0.00343446	0.0122304	0.0362246	0.0912754	0.00800801	0.0173202	0.0280158	0.00586792	0.0599141	0.0879142	0.0179122	0.0899649	0.17655	0.015853	0.118677	0.10826	0.122579	0.621269	0.378731	0.3396299
3276	-65.81717	-80.39943	14.58225	0.00564227	0.000679898	0.0287246	0.02106	0.0391219	0.0117324	0.00928555	0.0161663	0.00542161	0.0597253	0.0110977	0.0280062	0.0341474	0.021514	0.0217816	0.0211373	0.013894	1.394862	0.6051383	0.625651	0.795556	0.931132	1.07396	1.25698	1.59834	0.3390923	0.4338339	0.0161606	0.00194736	0.0822729	0.06032	0.112053	0.033604	0.0265956	0.0463035	0.0155286	0.171065	0.031786	0.0802151	0.097805	0.0616203	0.0623868	0.0605413	0.0397952	0.302569	0.697431	0.3491381
