Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	stationaryDist[1]	stationaryDist[2]	tree_length
648	-74.77066	-86.73524	11.96458	0.0236725	0.0127199	0.0789528	0.0673893	0.219462	0.0133606	0.0684775	0.0205046	0.00490334	0.0662992	0.0371091	0.127288	0.00446371	0.207764	0.165623	0.0858251	0.097617	0.4858619	1.514138	0.640768	0.804873	0.93452	1.07007	1.24243	1.56063	0.3218291	3.116396	0.0181896	0.00977378	0.0606661	0.0517809	0.168631	0.0102661	0.0526171	0.0157554	0.00376765	0.0509433	0.028514	0.0978065	0.00342985	0.159642	0.127262	0.0659467	0.0750074	0.757069	0.242931	1.301432
684	-66.74294	-80.10873	13.36579	0.00766765	0.00564098	0.0759075	0.0612008	0.0793449	0.0199978	0.00419181	0.0153686	0.0171853	0.0280192	0.0526034	0.0535337	0.0166259	0.0190393	0.0325096	0.0514919	0.0269781	0.6308333	1.369167	0.990706	0.995456	0.99858	1.00142	1.00456	1.00938	0.006751761	2.17041	0.0135159	0.00994345	0.133803	0.10788	0.139862	0.0352504	0.00738897	0.0270905	0.0302928	0.04939	0.0927248	0.0943646	0.0293068	0.033561	0.0573051	0.0907655	0.0475547	0.684583	0.315417	0.5673063
720	-62.88276	-77.36506	14.4823	0.00572234	0.00127454	0.00712627	0.0479111	0.00505534	0.006479	0.00864233	0.0217527	0.01067	0.0365996	0.0984515	0.157683	0.0792438	0.0453341	0.0188721	0.0214715	0.0275069	1.232292	0.7677082	0.783776	0.887968	0.963609	1.03777	1.12617	1.27587	0.1761627	0.6229922	0.00954047	0.00212495	0.0118812	0.0798789	0.00842844	0.010802	0.0144088	0.0362668	0.0177894	0.0610201	0.164142	0.262894	0.132118	0.0755824	0.0314642	0.035798	0.0458605	0.383854	0.616146	0.5997961
756	-64.4518	-77.53248	13.08068	0.0122771	0.00167092	0.0339677	0.0149166	0.00325411	0.0295271	0.00407793	0.0128158	0.024294	0.0679156	0.122	0.115551	0.0443029	0.04412	0.0122452	0.0129589	0.0287253	0.8410332	1.158967	0.329028	0.581505	0.844394	1.18428	1.71968	3.03925	0.8037718	1.378027	0.0210002	0.00285814	0.0581021	0.0255151	0.00556618	0.0505064	0.00697535	0.0219216	0.0415551	0.11617	0.208683	0.197652	0.0757805	0.0754678	0.0209455	0.0221663	0.049135	0.579483	0.420517	0.5846207
792	-66.82292	-79.42593	12.60301	0.000990318	0.00628827	0.0144547	0.00541423	0.00609107	0.0217246	0.007216	0.00175553	0.0109527	0.00955053	0.00683295	0.0261346	0.0081409	0.0146943	0.00550602	0.0135156	0.0114022	0.7902224	1.209778	0.348091	0.597699	0.851661	1.17418	1.67308	2.87281	0.7630475	1.530933	0.00580272	0.0368458	0.0846967	0.0317244	0.0356903	0.127294	0.0422818	0.0102865	0.0641766	0.0559609	0.0400373	0.153134	0.0477012	0.0861004	0.0322622	0.079194	0.0668109	0.604889	0.395111	0.1706645
828	-70.55358	-83.09192	12.53834	0.0056093	0.00636713	0.00825967	0.0251055	0.0296321	0.0580313	0.0283974	0.0268314	0.016715	0.104356	0.0201421	0.0202583	0.0127303	0.0738931	0.00728856	0.0397316	0.0216659	0.3909696	1.60903	0.962685	0.981624	0.99423	1.0058	1.01872	1.03876	0.02749749	4.115487	0.0111072	0.0126078	0.0163553	0.0497124	0.0586757	0.11491	0.0562309	0.05313	0.0330981	0.20664	0.0398841	0.0401143	0.0252077	0.146319	0.0144324	0.0786742	0.0429015	0.804515	0.195485	0.5050145
864	-64.62643	-76.75034	12.12391	0.0116379	0.0130039	0.0588331	0.166067	0.0245302	0.0234079	0.0324004	0.00377913	0.0560429	0.0945246	0.0447678	0.162677	0.0867533	0.0426275	0.0248325	0.0210723	0.073829	0.4151541	1.584846	0.666319	0.820369	0.940097	1.06372	1.21896	1.50078	0.2935565	3.817488	0.0123704	0.0138224	0.0625361	0.17652	0.0260741	0.0248812	0.0344397	0.00401699	0.0595702	0.100474	0.0475855	0.172916	0.0922136	0.0453105	0.0263954	0.0223986	0.0784758	0.792423	0.207577	0.9407868
900	-68.93995	-80.49526	11.55531	0.00887994	0.00203465	0.0781428	0.121762	0.0211675	0.0014315	0.00861807	0.0122285	0.0116381	0.0113752	0.0233479	0.0943515	0.0477217	0.0216942	0.0689145	0.015993	0.100238	0.3556624	1.644338	0.324426	0.577523	0.842586	1.18682	1.73153	3.08237	0.8139581	4.62331	0.0136711	0.00313245	0.120305	0.187459	0.0325886	0.00220387	0.013268	0.0188264	0.0179175	0.0175127	0.0359454	0.145259	0.0734701	0.0333993	0.106097	0.0246221	0.154322	0.822169	0.177831	0.6495393
936	-63.87197	-77.98223	14.11026	0.0174097	0.00131998	0.0369299	0.0711087	0.0584463	0.00607093	0.0151487	0.107209	0.0110954	0.00333862	0.021882	0.401932	0.0452794	0.042589	0.0426817	0.0157078	0.0698393	1.124108	0.8758923	0.88671	0.943046	0.981872	1.01846	1.06039	1.12776	0.08693963	0.7791889	0.0179855	0.00136363	0.0381512	0.0734602	0.0603791	0.00627169	0.0156497	0.110754	0.0114623	0.00344903	0.0226056	0.415224	0.0467768	0.0439974	0.0440932	0.0162273	0.0721489	0.437946	0.562054	0.967989
972	-67.07545	-81.4496	14.37414	0.0138861	0.00636173	0.0376316	0.124309	0.0363149	0.0158408	0.0181682	0.0205222	0.0122966	0.000534468	0.0112683	0.233691	0.029162	0.0513703	0.030528	0.0354707	0.0485605	1.274631	0.7253689	0.658858	0.815876	0.938487	1.06554	1.22568	1.51778	0.3016986	0.5690814	0.019129	0.00876372	0.0518401	0.171245	0.0500263	0.0218217	0.0250279	0.0282707	0.0169394	0.000736267	0.0155228	0.321926	0.0401726	0.070766	0.0420544	0.0488633	0.0668954	0.362684	0.637316	0.7259171
1008	-67.40356	-80.23207	12.82851	0.00729307	0.00190483	0.0177205	0.402108	0.0502825	0.0512764	0.0438539	0.00180592	0.0406522	0.0402395	0.0197453	0.260721	0.0971975	0.153145	0.0277974	0.0567666	0.242675	0.9962838	1.003716	0.51973	0.726748	0.905221	1.1047	1.37599	1.92408	0.4732094	1.00746	0.00481332	0.00125716	0.0116953	0.265385	0.0331858	0.0338417	0.0289429	0.00119188	0.0268299	0.0265575	0.0130316	0.172072	0.064149	0.101073	0.0183459	0.0374652	0.160162	0.501858	0.498142	1.515184
1044	-65.78862	-80.06735	14.27874	0.0170274	0.0155383	0.00307434	0.0910748	0.00830529	0.0851677	0.0357302	0.0256341	0.0181838	0.0364049	0.0631949	0.024368	0.103346	0.0562638	0.0421902	0.0334982	0.045756	1.104264	0.8957358	0.883395	0.941325	0.981312	1.01904	1.06233	1.132	0.08964852	0.8111608	0.0241606	0.0220477	0.00436226	0.129228	0.0117846	0.120847	0.0506986	0.0363729	0.0258014	0.0516559	0.089669	0.0345764	0.146641	0.0798342	0.0598648	0.0475315	0.0649244	0.447868	0.552132	0.704758
1080	-63.78326	-76.43607	12.65281	0.0114699	0.0125602	0.00439927	0.0347258	0.0442521	0.0313787	0.0112961	0.0161099	0.00273581	0.0608066	0.0241101	0.00718672	0.0371997	0.0382475	0.0578674	0.0195766	0.0405809	0.4180622	1.581938	0.970734	0.985618	0.995491	1.00453	1.01459	1.03015	0.02147691	3.783977	0.0252362	0.027635	0.0096793	0.0764039	0.0973636	0.0690395	0.0248538	0.0354451	0.00601933	0.133787	0.0530471	0.0158122	0.0818469	0.0841524	0.12732	0.0430726	0.0892862	0.790969	0.209031	0.4545033
1116	-71.19852	-86.77332	15.5748	0.010688	0.00649365	0.00788436	0.0534734	0.00734995	0.000917569	0.00654113	0.039689	0.0116391	0.0909622	0.0261371	0.00607794	0.0106468	0.0337981	0.0457299	0.108233	0.0361394	1.788413	0.2115871	0.736656	0.861518	0.954561	1.0476	1.16074	1.35749	0.2209951	0.11831	0.0212739	0.0129252	0.0156934	0.106436	0.0146296	0.00182637	0.0130198	0.0789987	0.0231669	0.181055	0.0520244	0.0120978	0.0211918	0.0672732	0.0910227	0.215432	0.0719335	0.105794	0.894206	0.5024008
1152	-68.37047	-83.15821	14.78774	0.0225777	0.00713737	0.0316188	0.0399432	0.000785063	0.0188547	0.0199491	0.0109086	0.00311998	0.109637	0.0200128	0.0131243	0.00668396	0.0126798	0.0305172	0.0920905	0.0105433	1.422971	0.5770286	0.718979	0.851373	0.95104	1.05148	1.17457	1.39086	0.2385573	0.4055097	0.0501523	0.0158544	0.0702353	0.0887264	0.00174387	0.0418822	0.0443133	0.0242314	0.00693047	0.243539	0.0444548	0.0291531	0.0148472	0.0281657	0.0677883	0.204562	0.0234201	0.288514	0.711486	0.4501836
1188	-65.76833	-79.61649	13.84816	0.000970739	0.00649092	0.0201956	0.022145	0.0252638	0.0149653	0.00584193	0.0141585	0.0123584	0.0460748	0.0384847	0.022116	0.0321554	0.0182582	0.00885979	0.0277936	0.00824098	0.9670396	1.03296	0.722792	0.853572	0.951806	1.05063	1.17155	1.38352	0.2347328	1.068168	0.00299266	0.0200106	0.0622603	0.06827	0.077885	0.0461361	0.0180099	0.0436486	0.0380993	0.142042	0.118643	0.0681806	0.0991307	0.0562875	0.0273135	0.0856838	0.0254058	0.51648	0.48352	0.3243736
1224	-75.11113	-88.93555	13.82442	0.0249306	0.0532013	0.0395189	0.0987684	0.0577896	0.00273306	0.0149746	0.0389241	0.0241026	0.00715176	0.0256069	0.129993	0.0505821	0.0192222	0.0721201	0.0571242	0.0468508	0.9034709	1.096529	0.865659	0.93206	0.978289	1.02219	1.07289	1.15519	0.1043133	1.213685	0.0326491	0.0696722	0.0517538	0.129347	0.075681	0.00357921	0.0196107	0.0509748	0.0315646	0.00936592	0.0335347	0.170238	0.0662421	0.0251734	0.0944482	0.0748096	0.0613557	0.548265	0.451735	0.7635941
1260	-66.87959	-79.8243	12.94471	0.0133604	0.0587343	0.027178	0.122747	0.0878375	0.00749858	0.046153	0.0155034	0.0234827	0.0554795	0.0662254	0.207113	0.0705187	0.038843	0.074188	0.036535	0.125967	0.7679938	1.232006	0.576277	0.764292	0.919558	1.08748	1.3084	1.73528	0.3985313	1.604188	0.012401	0.0545166	0.0252264	0.113933	0.08153	0.00696011	0.0428388	0.0143901	0.0217964	0.0514956	0.0614698	0.19224	0.0654548	0.0360537	0.0688606	0.0339115	0.116921	0.616003	0.383997	1.077365
1296	-69.26518	-81.69822	12.43305	0.000661674	0.036097	0.0251889	0.0356166	0.0046956	0.0159156	0.00573478	0.0085946	0.028685	0.036736	0.0349123	0.024556	0.0136439	0.0158033	0.037528	0.0399347	0.00552392	0.4951913	1.504809	0.50733	0.718239	0.901901	1.10877	1.39229	1.97111	0.4906705	3.038843	0.00178914	0.0976048	0.0681097	0.096306	0.0126967	0.0430353	0.0155066	0.0232395	0.0775631	0.0993328	0.0944014	0.0663984	0.0368925	0.0427316	0.101474	0.107982	0.0149365	0.752404	0.247596	0.3698278
1332	-69.27238	-80.72306	11.45067	0.0185263	0.0422893	0.0394188	0.0285216	0.0543296	0.0014896	0.0150376	0.0261821	0.0654391	0.0389632	0.0219298	0.00820825	0.110354	0.0397554	0.0573278	0.0253114	0.0136992	0.2884337	1.711566	0.446448	0.674827	0.884527	1.13055	1.48186	2.2399	0.5831054	5.934002	0.030532	0.0696943	0.0649635	0.0470046	0.0895371	0.00245491	0.0247825	0.043149	0.107846	0.0642127	0.0361411	0.0135275	0.181868	0.0655183	0.0944781	0.0417141	0.0225767	0.855783	0.144217	0.6067832
1368	-67.68479	-78.81064	11.12585	0.0150452	0.00820624	0.0305347	0.0380413	0.0692429	0.00257525	0.0115807	7.84036e-05	0.0508195	0.100193	0.0378002	0.178357	0.0371068	0.0666188	0.00249472	0.000331723	0.0470046	0.2264734	1.773527	0.532142	0.735162	0.908477	1.10074	1.36024	1.8792	0.4561437	7.831058	0.0216158	0.0117901	0.0438698	0.0546546	0.0994825	0.0036999	0.0166382	0.000112644	0.0730133	0.143949	0.0543082	0.256248	0.053312	0.0957125	0.00358421	0.000476593	0.0675323	0.886763	0.113237	0.6960306
1404	-66.47164	-79.05157	12.57993	0.0116955	0.0579678	0.0137203	0.0664425	0.0964927	0.00182351	0.0462805	0.0045521	0.00836099	0.052885	0.0559326	0.135051	0.0132165	0.0346423	0.006389	0.000817784	0.0652827	0.4121787	1.587821	0.963652	0.982105	0.994382	1.00565	1.01822	1.03772	0.02677175	3.852264	0.0174157	0.0863192	0.0204307	0.0989386	0.143686	0.00271537	0.0689157	0.00677847	0.0124502	0.0787503	0.0832886	0.201102	0.0196805	0.0515854	0.00951377	0.00121775	0.0972116	0.793911	0.206089	0.6715524
1440	-69.32327	-80.11977	10.7965	0.0581735	0.0793962	0.027525	0.114177	0.0240357	0.0123377	0.0561666	0.0137797	0.015214	0.0807764	0.0237012	0.274423	0.0409498	0.0538206	0.00168273	0.00155018	0.112526	0.2445652	1.755435	0.390125	0.631872	0.866563	1.15398	1.5826	2.56328	0.6806163	7.177779	0.0587472	0.0801792	0.0277964	0.115303	0.0242727	0.0124594	0.0567205	0.0139156	0.0153641	0.0815729	0.0239349	0.27713	0.0413537	0.0543513	0.00169932	0.00156546	0.113635	0.877717	0.122283	0.9902348
1476	-69.30775	-83.10276	13.79501	0.0339613	0.00940797	0.0530328	0.0752017	0.0556508	0.0627513	0.00614951	0.00820939	0.0240262	0.0572452	0.0783127	0.129101	0.000772	0.0587447	0.0402559	0.00773669	0.0675259	1.274332	0.7256683	0.307625	0.562739	0.835796	1.19646	1.77702	3.25071	0.8524067	0.5694501	0.0442156	0.0122486	0.0690455	0.097908	0.072454	0.0816984	0.00800628	0.0106881	0.0312806	0.0745297	0.101958	0.168082	0.0010051	0.076482	0.0524107	0.0100727	0.0879146	0.362834	0.637166	0.7680849
1512	-69.81404	-83.16427	13.35023	0.0385947	0.0246887	0.024957	0.103898	0.00471637	0.0320543	0.00249488	0.00720603	0.0266087	0.0409556	0.0161646	0.0678526	0.00224528	0.0802575	0.0310083	0.0227501	0.0538608	0.8272923	1.172708	0.497504	0.711422	0.899221	1.11207	1.40564	2.01003	0.5048112	1.417525	0.0665067	0.0425437	0.043006	0.179038	0.00812729	0.0552362	0.0042992	0.0124175	0.0458522	0.070575	0.0278549	0.116924	0.00386908	0.1383	0.0534337	0.0392032	0.0928133	0.586354	0.413646	0.5803132
1548	-70.71415	-84.22378	13.50964	0.0197959	0.0427283	0.0188684	0.041477	0.0291806	0.0498539	0.00799877	0.0127583	0.0033673	0.0428869	0.00516885	0.057664	0.0134027	0.0305021	0.0211693	0.035696	0.0639955	0.8867854	1.113215	0.509691	0.719868	0.902538	1.10799	1.38914	1.96197	0.4873134	1.255337	0.0398697	0.0860567	0.0380017	0.0835366	0.0587711	0.100408	0.0161099	0.0256957	0.00678188	0.0863761	0.0104103	0.116138	0.0269935	0.0614325	0.0426359	0.0718933	0.12889	0.556607	0.443393	0.4965138
1584	-68.44724	-79.40603	10.9588	0.00941673	0.0166339	0.0227011	0.0252498	0.0251469	0.0211545	0.00173715	0.0265444	0.004467	0.00373527	0.0203758	0.207307	0.00396597	0.0185904	0.0523751	0.0249922	0.0389582	0.2135589	1.786441	0.446538	0.674894	0.884554	1.13051	1.48172	2.23945	0.5829596	8.365096	0.0179931	0.0317834	0.0433764	0.0482464	0.0480497	0.0404212	0.00331929	0.05072	0.00853538	0.00713721	0.0389333	0.396114	0.00757803	0.0355219	0.100076	0.0477542	0.07444	0.893221	0.106779	0.5233512
